id,company,title,season,season_inferred,seasons,program,remote,category,location,sponsorship,h1b_approvals,salary,skills,posted_at,posted_at_source,first_seen_at,url
workday:fifththird:/job/Cincinnati-OH/Information-Security-Co-op---Code-Security---Spring-2027_R71575,Fifth Third Bank,Information Security Co-op – Code Security – Spring 2027,Spring 2027,False,,Co-op,,Security,"Cincinnati, OH",unknown,,,Python; JavaScript; AWS,2026-08-20T00:00:00Z,date_only,2026-09-02T05:26:29Z,https://fifththird.wd5.myworkdayjobs.com/53careers/job/Cincinnati-OH/Information-Security-Co-op---Code-Security---Spring-2027_R71575
workday:fifththird:/job/Cincinnati-OH/Information-Security-Co-op---Identity---Access-Management---Spring-2027_R71590,Fifth Third Bank,Information Security Co-op – Identity & Access Management – Spring 2027,Spring 2027,False,,Co-op,,Security,"Cincinnati, OH",unknown,,,Linux,2026-08-20T00:00:00Z,date_only,2026-09-02T05:26:29Z,https://fifththird.wd5.myworkdayjobs.com/53careers/job/Cincinnati-OH/Information-Security-Co-op---Identity---Access-Management---Spring-2027_R71590
workday:mosaic:/job/US---Tampa-FL-Lithia-area/Artificial-Intelligence-Co-Op-Intern---Spring-2027_64729,Mosaic,Artificial Intelligence Co-Op/Intern - Spring 2027,Spring 2027,False,,Internship / Co-op,,Data & ML/AI,"US - Tampa, FL (Lithia area)",unknown,9,,Python; PyTorch; TensorFlow; scikit-learn; Pandas; LLMs; AWS; GCP,2026-08-20T00:00:00Z,date_only,2026-09-02T05:26:29Z,https://mosaic.wd5.myworkdayjobs.com/mosaic/job/US---Tampa-FL-Lithia-area/Artificial-Intelligence-Co-Op-Intern---Spring-2027_64729
ashby:n1:afe7deb5-9cfd-4926-bcb4-058d418592a6,N1,"Software Engineer Intern (Backend, Rust)",Not stated,True,,Internship,,Software,New York City,unknown,,,Rust; C++,2026-08-19T19:57:20.073+00:00,exact,2026-09-02T05:26:29Z,https://jobs.ashbyhq.com/n1/afe7deb5-9cfd-4926-bcb4-058d418592a6
workday:copart:/job/Dallas-TX---Headquarters/Site-Reliability-Engineer-Intern_JR110631,Copart,Site Reliability Engineer Intern,Not stated,True,,Internship,,Software,"Dallas, TX - Headquarters",unknown,83,,Python; AWS; GCP; Kubernetes; Linux,2026-08-19T00:00:00Z,date_only,2026-09-02T05:26:29Z,https://copart.wd12.myworkdayjobs.com/copart/job/Dallas-TX---Headquarters/Site-Reliability-Engineer-Intern_JR110631
greenhouse:gardacp:6146213004,Garda Capital Partners,Software Engineer Intern,Not stated,True,,Internship,,Software,"New York, New York, United States",unknown,6,,Python; SQL,2026-08-18T16:01:53-04:00,exact,2026-09-02T05:26:29Z,https://job-boards.greenhouse.io/gardacp/jobs/6146213004
workday:amcor:/job/ASC-Atlanta-HQ-GA/AI-Innovation-Engineer_REQ_93190,Amcor,Intern - AI Innovation Engineer,Not stated,True,,Internship,,Data & ML/AI,ASC Atlanta HQ GA,unknown,,,Python; C#; TypeScript; JavaScript; LLMs; React; Azure; Git,2026-08-18T00:00:00Z,date_only,2026-09-02T05:26:29Z,https://amcor.wd5.myworkdayjobs.com/amcor_external_career_site/job/ASC-Atlanta-HQ-GA/AI-Innovation-Engineer_REQ_93190
lever:acds:5a872bb7-8d9f-46e3-9e72-f5c69445e787,ACDS,Align AI Software Development Intern,Not stated,True,,Internship,,Data & ML/AI,"Bentonville, AR",unknown,,15 USD/hr,Python; TypeScript; JavaScript,2026-08-17T15:18:11Z,exact,2026-09-02T05:26:29Z,https://jobs.lever.co/acds/5a872bb7-8d9f-46e3-9e72-f5c69445e787
workday:americanfidelity:/job/Oklahoma-City-Oklahoma/Software-Dev-Internship_JR1005,American Fidelity,Software Dev Internship (OKC local only),Not stated,True,,Internship,,Software,"Oklahoma City, Oklahoma",unknown,,,,2026-08-17T00:00:00Z,date_only,2026-09-02T05:26:29Z,https://americanfidelity.wd5.myworkdayjobs.com/External/job/Oklahoma-City-Oklahoma/Software-Dev-Internship_JR1005
greenhouse:thenuclearcompany:5391888008,The Nuclear Company,Spring 2027 AI Applied Research Internship,Spring 2027,False,,Internship,,Data & ML/AI,"Washington, DC",citizens-only,,,Python; SQL; scikit-learn; Pandas; AWS; Databricks; Snowflake,2026-08-14T16:27:39-04:00,exact,2026-09-02T05:26:29Z,https://job-boards.greenhouse.io/thenuclearcompany/jobs/5391888008
greenhouse:transmarketgroup:5212335007,TransMarket Group,Software Engineering Intern,Not stated,True,,Internship,,Software,"Chicago, Illinois, United States",unknown,,,Python; C++; Linux,2026-08-14T11:18:03-04:00,exact,2026-09-02T05:26:29Z,https://job-boards.greenhouse.io/transmarketgroup/jobs/5212335007?gh_jid=5212335007
workday:copart:/job/Dallas-TX---Headquarters/Software-Engineering-Intern_JR101510,Copart,Software Engineering Intern,Not stated,True,,Internship,,Software,"Dallas, TX - Headquarters",unknown,83,,Python; Java; TypeScript; JavaScript; SQL; LLMs; React; Next.js,2026-08-14T00:00:00Z,date_only,2026-09-02T05:26:29Z,https://copart.wd12.myworkdayjobs.com/copart/job/Dallas-TX---Headquarters/Software-Engineering-Intern_JR101510
workday:oneok:/job/Tulsa-OK/Cyber-Security-Intern---Tulsa--OK_R8449,ONEOK,"Cyber Security Intern - Tulsa, OK",Not stated,True,,Internship,,Security,"Tulsa, OK",unknown,,,,2026-08-14T00:00:00Z,date_only,2026-09-02T05:26:29Z,https://oneok.wd1.myworkdayjobs.com/ONEOK_Early_Careers/job/Tulsa-OK/Cyber-Security-Intern---Tulsa--OK_R8449
smartrecruiters:Interco:744000143346169,Interco,Paid Internship -- Software Development -- React,Not stated,True,,Internship,,Software,"St. Louis, MO, United States",no-sponsorship,,$15/hr,React; JavaScript; HTML/CSS,2026-08-13T15:24:56.151Z,exact,2026-09-02T05:26:29Z,https://jobs.smartrecruiters.com/Interco/744000143346169
workable:connectprep:D1C67258C0,ConnectPrep,Data Analyst Internship,Not stated,True,,Internship,yes,Data & ML/AI,"Washington, District of Columbia, United States (Remote)",citizens-only,,,Python; SQL; Pandas; Tableau,2026-08-13T00:00:00.000Z,date_only,2026-09-02T05:26:29Z,https://apply.workable.com/connectprep/j/D1C67258C0/
workday:ameren:/job/St-Louis-MO/Cybersecurity-Co-Op_033868-1,Ameren,Cybersecurity Co-Op,Spring 2027,False,,Co-op,,Security,"St. Louis, MO",unknown,,,,2026-08-10T00:00:00Z,date_only,2026-09-02T05:26:29Z,https://ameren.wd1.myworkdayjobs.com/External/job/St-Louis-MO/Cybersecurity-Co-Op_033868-1
workday:canadiansolar:/job/Walnut-Creek-CA/Intern--IT-Infrastructure-Support_10001383,Canadian Solar,"Intern, IT Infrastructure Support",Not stated,True,,Internship,,Software,"Walnut Creek, CA",unknown,,$20–$25/hr,Azure,2026-08-10T00:00:00Z,date_only,2026-09-02T05:26:29Z,https://canadiansolar.wd5.myworkdayjobs.com/CanadianSolar/job/Walnut-Creek-CA/Intern--IT-Infrastructure-Support_10001383
greenhouse:axontalentcommunity:7837246003,Axon,2027 US Firmware Engineering Internship,Spring 2027,False,,Internship,,Hardware,"Seattle, Washington, United States",unknown,,,Python; C++; Go; Rust; Linux,2026-08-07T17:47:11-04:00,exact,2026-09-02T05:26:29Z,https://job-boards.greenhouse.io/axontalentcommunity/jobs/7837246003
greenhouse:thenuclearcompany:5383171008,The Nuclear Company,Spring 2027 Software Engineering Intern,Spring 2027,False,,Internship,,Software,"Washington, DC",citizens-only,,,Python; Java; C++; Rust; TypeScript; LLMs; AWS,2026-08-07T14:07:28-04:00,exact,2026-09-02T05:26:29Z,https://job-boards.greenhouse.io/thenuclearcompany/jobs/5383171008
greenhouse:thenuclearcompany:5383212008,The Nuclear Company,Spring 2027 AI/ML Engineering Intern,Spring 2027,False,,Internship,,Data & ML/AI,"Washington, DC",citizens-only,,,Python; PyTorch; LLMs; AWS,2026-08-07T14:06:50-04:00,exact,2026-09-02T05:26:29Z,https://job-boards.greenhouse.io/thenuclearcompany/jobs/5383212008
greenhouse:thenuclearcompany:5383218008,The Nuclear Company,Spring 2027 Data Science Intern,Spring 2027,False,,Internship,,Data & ML/AI,"Washington, DC",citizens-only,,,Python; SQL; scikit-learn; Pandas; AWS,2026-08-07T14:07:10-04:00,exact,2026-09-02T05:26:29Z,https://job-boards.greenhouse.io/thenuclearcompany/jobs/5383218008
greenhouse:vardaspace:7824766003,Varda Space,Cybersecurity Internship - Spring 2027,Spring 2027,False,,Internship,,Security,"El Segundo, California, United States",citizens-only,,,Python; Bash,2026-08-07T12:46:22-04:00,exact,2026-09-02T05:26:29Z,https://job-boards.greenhouse.io/vardaspace/jobs/7824766003
greenhouse:vardaspace:7824814003,Varda Space,Site Reliability Internship - Spring 2027,Spring 2027,False,,Internship,,Other,"El Segundo, California, United States",citizens-only,,,Python; AWS; GCP; Azure; Kubernetes; Docker; Linux; Git,2026-08-07T12:47:25-04:00,exact,2026-09-02T05:26:29Z,https://job-boards.greenhouse.io/vardaspace/jobs/7824814003
greenhouse:vardaspace:7824815003,Varda Space,Flight Software Internship - Spring 2027,Spring 2027,False,,Internship,,Software,"El Segundo, California, United States",citizens-only,,,Python; C++; Linux,2026-08-07T12:46:38-04:00,exact,2026-09-02T05:26:29Z,https://job-boards.greenhouse.io/vardaspace/jobs/7824815003
workday:copart:/job/Dallas-TX---Headquarters/Database-Engineering-Intern_JR109636,Copart,Database Engineering Intern,Not stated,True,,Internship,,Software,"Dallas, TX - Headquarters",unknown,83,,Python; JavaScript; SQL; Pandas; HTML/CSS; Django; Flask; Linux,2026-08-07T00:00:00Z,date_only,2026-09-02T05:26:29Z,https://copart.wd12.myworkdayjobs.com/copart/job/Dallas-TX---Headquarters/Database-Engineering-Intern_JR109636
workday:copart:/job/Dallas-TX---Headquarters/Software-Engineering-Intern_JR109441,Copart,Software Engineering Intern,Not stated,True,,Internship,,Software,"Dallas, TX - Headquarters",unknown,83,,Java; SQL; Spring; Kafka; Redis,2026-08-07T00:00:00Z,date_only,2026-09-02T05:26:29Z,https://copart.wd12.myworkdayjobs.com/copart/job/Dallas-TX---Headquarters/Software-Engineering-Intern_JR109441
workday:copart:/job/Dallas-TX---Headquarters/Software-Engineering-Intern_JR110079,Copart,Software Engineering Intern,Not stated,True,,Internship,,Software,"Dallas, TX - Headquarters",unknown,83,,Python; Java; TypeScript; JavaScript; SQL; LLMs; React; Next.js,2026-08-07T00:00:00Z,date_only,2026-09-02T05:26:29Z,https://copart.wd12.myworkdayjobs.com/copart/job/Dallas-TX---Headquarters/Software-Engineering-Intern_JR110079
ashby:centerfield:1d7eacc1-37f7-478c-9b0a-fa7974f1a9e4,Centerfield,Frontend Engineer Intern (6 month internship),Not stated,True,,Internship,,Software,"Los Angeles, California",unknown,,$30 per hour,Java; TypeScript; JavaScript; React; Next.js; Node.js; HTML/CSS; AWS,2026-08-06T20:03:54.164+00:00,exact,2026-09-02T05:26:29Z,https://jobs.ashbyhq.com/centerfield/1d7eacc1-37f7-478c-9b0a-fa7974f1a9e4
workday:draper:/job/Cambridge-MA/Embedded-Quality---Fielded-Systems-Intern_JR002718,Draper,Embedded Quality & Fielded Systems Intern,Not stated,True,,Internship,,Software,"Cambridge, MA",unknown,,,Python; C#,2026-08-05T00:00:00Z,date_only,2026-09-02T05:26:29Z,https://draper.wd5.myworkdayjobs.com/Draper_Careers/job/Cambridge-MA/Embedded-Quality---Fielded-Systems-Intern_JR002718
lever:diversified-automation:827a092d-b8a3-4ca9-a84a-e8c236d1aabc,Diversified Automation,Software Engineering Co-op,Not stated,True,,Co-op,,Software,"Louisville, KY",unknown,,,,2026-08-04T14:16:00Z,exact,2026-09-02T05:26:29Z,https://jobs.lever.co/diversified-automation/827a092d-b8a3-4ca9-a84a-e8c236d1aabc
ashby:yotta:09821a51-fbe6-42a7-a566-0d2b5d40fae3,Yotta Labs,Research Engineer Intern - AI Systems,Not stated,True,,Internship,,Data & ML/AI,United States,unknown,,,Python; C++; PyTorch; LLMs; CUDA; AWS; Git,2026-08-02T16:29:42.695+00:00,exact,2026-09-02T05:26:29Z,https://jobs.ashbyhq.com/yotta/09821a51-fbe6-42a7-a566-0d2b5d40fae3
ashby:heliux:c71c0650-b6f7-491f-b291-6b280f58ee9c,Heliux,"Software Engineer (Internship, Spring 2027)",Spring 2027,False,,Internship,,Software,"HQ (San Francisco, CA)",unknown,,,Python; Java; Rust; TypeScript,2026-07-31T01:21:03.429+00:00,exact,2026-09-02T05:26:29Z,https://jobs.ashbyhq.com/heliux/c71c0650-b6f7-491f-b291-6b280f58ee9c
ashby:melius:b61f063a-4f94-4e50-a4ef-05aaab552280,Melius,Software Engineering Intern [Spring/Summer 2027],Spring 2027,False,,Internship,,Software,New York City,unknown,,$11K per month,TypeScript; LLMs; React; Next.js; PostgreSQL,2026-07-31T14:00:47.682+00:00,exact,2026-09-02T05:26:29Z,https://jobs.ashbyhq.com/melius/b61f063a-4f94-4e50-a4ef-05aaab552280
greenhouse:virtu:8657500002,Virtu Financial,2027 Internship - Frontend Engineer (UI),Spring 2027,False,,Internship,,Software,New York,unknown,,,Python; Java; C++; TypeScript; JavaScript; React,2026-07-29T17:31:34-04:00,exact,2026-09-02T05:26:29Z,https://job-boards.greenhouse.io/virtu/jobs/8657500002
ashby:modal:38888294-6bc7-4dab-b072-6d0f0c2ed79a,Modal,ML Research Intern,Not stated,True,,Internship,,Data & ML/AI,New York,unknown,,$15K per month,Git,2026-07-28T22:02:03.674+00:00,exact,2026-09-02T05:26:29Z,https://jobs.ashbyhq.com/modal/38888294-6bc7-4dab-b072-6d0f0c2ed79a
greenhouse:tenstorrentuniversity:5186916007,Tenstorrent,"Software Engineering Intern, Power Modeling & AI Tools",Not stated,True,,Internship,,Data & ML/AI,"Santa Clara, California, United States",unknown,,$50/hr,Python; SQL; LLMs; Git,2026-07-23T14:30:30-04:00,exact,2026-09-02T05:26:29Z,https://job-boards.greenhouse.io/tenstorrentuniversity/jobs/5186916007
greenhouse:rendezvousrobotics:4329122009,Rendezvous Robotics,Software Engineering Intern (Spring 2027),Spring 2027,False,,Internship,,Software,"Golden, CO",unknown,,,Python; C++; Linux,2026-07-22T18:06:40-04:00,exact,2026-09-02T05:26:29Z,https://job-boards.greenhouse.io/rendezvousrobotics/jobs/4329122009
workable:pony-dot-ai:4C1F53EF5D,Pony.ai,Research Intern - Deep Learning,Not stated,True,,Internship,,Data & ML/AI,"Fremont, California, United States",unknown,35,,Python; C++; LLMs; CUDA,2026-07-22T00:00:00.000Z,date_only,2026-09-02T05:26:29Z,https://apply.workable.com/pony-dot-ai/j/4C1F53EF5D/
workable:pony-dot-ai:BA5FFDBC71,Pony.ai,Software Engineer Intern - Generalist,Not stated,True,,Internship,,Software,"Fremont, California, United States",unknown,35,,Python; C++,2026-07-22T00:00:00.000Z,date_only,2026-09-02T05:26:29Z,https://apply.workable.com/pony-dot-ai/j/BA5FFDBC71/
greenhouse:virtu:8624408002,Virtu Financial,2027 Internship - Quantitative Trading,Spring 2027,False,,Internship,,Quant,"Austin, TX; Chicago; New York",unknown,,,Python; Java; C++; SQL,2026-07-21T15:54:04-04:00,exact,2026-09-02T05:26:29Z,https://job-boards.greenhouse.io/virtu/jobs/8624408002
lever:acds:01fdf41b-a835-4e00-8d01-0275677a8f08,ACDS,AI Operations Intern-Caddell Reynolds,Not stated,True,,Internship,,Data & ML/AI,"Fort Smith, AR",unknown,,15 USD/hr,LLMs,2026-07-20T14:48:11Z,exact,2026-09-02T05:26:29Z,https://jobs.lever.co/acds/01fdf41b-a835-4e00-8d01-0275677a8f08
greenhouse:oldmissioncapital:7796180003,Old Mission Capital,Software Engineer – 2027 Internship Program (June Start),Spring 2027,False,,Internship,,Software,"Chicago, IL, United States",unknown,8,,Python; C++; TypeScript,2026-07-15T13:45:13-04:00,exact,2026-09-02T05:26:29Z,https://www.oldmissioncapital.com/careers/?gh_jid=7796180003
greenhouse:thetradedesk:5187605007,The Trade Desk,2027 North America Software Engineering Internship,Spring 2027,False,,Internship,,Software,Bellevue; Boulder; Denver; Irvine; New York; Seattle,unknown,43,,,2026-07-15T11:53:11-04:00,exact,2026-09-02T05:26:29Z,https://job-boards.greenhouse.io/thetradedesk/jobs/5187605007
greenhouse:voloridgeinvestmentmanagement:4224862009,Voloridge,Quantitative Developer Intern 2027,Spring 2027,False,,Internship,,Quant,"Jupiter, FL",unknown,,,Python; C++; C#; SQL,2026-06-11T09:46:12-04:00,exact,2026-09-02T05:26:29Z,https://job-boards.greenhouse.io/voloridgeinvestmentmanagement/jobs/4224862009
greenhouse:voloridgeinvestmentmanagement:4226247009,Voloridge,Quantitative Research Intern 2027,Spring 2027,False,,Internship,,Quant,"Jupiter, FL",unknown,,,Python,2026-06-11T10:40:18-04:00,exact,2026-09-02T05:26:29Z,https://job-boards.greenhouse.io/voloridgeinvestmentmanagement/jobs/4226247009
greenhouse:andurilindustries:5148079007,Anduril,2027 Software Engineer Intern,Spring 2027,False,,Internship,,Software,"Atlanta, Georgia, United States; Boston, Massachusetts, United States; Broomfield, Colorado, United States; Colorado Springs, Colorado, United States; Costa Mesa, California, United States; Fort Collins, Colorado, United States; Irvine, California, United States; Reston, Virginia, United States; Seattle, Washington, United States",citizens-only,,,Python; Java; C++; Rust; Computer Vision,2026-06-10T19:33:06-04:00,exact,2026-09-02T05:26:29Z,https://boards.greenhouse.io/andurilindustries/jobs/5148079007?gh_jid=5148079007
ashby:ellipsislabs:02136b22-35b1-4b3d-8bef-567c3380a849,Ellipsis Labs,Software Engineer - 2027 Interns,Spring 2027,False,,Internship,,Software,"New York, New York",unknown,,$10K per month,Python; Java; C++; Rust; TypeScript; JavaScript; React; Docker,2026-03-26T19:40:01.700+00:00,exact,2026-09-02T05:26:29Z,https://jobs.ashbyhq.com/ellipsislabs/02136b22-35b1-4b3d-8bef-567c3380a849
greenhouse:virtu:8142539002,Virtu Financial,2027 Internship - Quantitative Researcher (Undergrad),Spring 2027,False,,Internship,,Quant,New York,unknown,,,Python; C++; Pandas,2025-09-12T07:14:41-04:00,exact,2026-09-02T05:26:29Z,https://job-boards.greenhouse.io/virtu/jobs/8142539002
